Amino.Acid,Iupred.score,ANN,PSSM,SVM,Consensus,normalization,SiteNum,Set,Response
S,0.534167,0.271,0.37,-0.462,0.06,0.00990099,480,train,0
S,0.534167,0.326,-0.192,-0.627,-0.164,0.004087193,1702,test,NA
S,0.534167,0.414,1.003,-0.098,0.44,0.002118644,2807,train,0
S,0.534167,0.428,0.29,-0.249,0.156,0.002331002,2489,train,0
S,0.534167,0.451,0.324,-0.552,0.074,0.012987013,1056,train,0
S,0.534167,0.601,0.127,-0.004,0.241,0.002173913,50,train,0
S,0.538167,0.037,-0.327,-1.651,-0.647,0.008928571,2229,train,0
S,0.538167,0.047,-0.539,-1.729,-0.74,0.046391753,2237,test,NA
S,0.538167,0.054,-0.144,-1.37,-0.487,0.009501188,2490,test,NA
S,0.538167,0.161,-0.139,-0.81,-0.263,0.029850746,224,train,0
S,0.538167,0.237,-0.098,-1.227,-0.363,0.012903226,3375,train,0
S,0.538167,0.356,0.687,-0.491,0.184,0.050167224,3298,train,0
S,0.538167,0.842,1.175,0.508,0.842,0.035827187,2100,test,NA
S,0.538167,0.902,1.334,0.87,1.035,0.021352313,3288,test,NA
S,0.538167,0.961,1.881,2.24,1.694,0.057142857,3242,train,0
S,0.53817,0.329,0.056,-0.434,-0.016,0.005037783,164,train,0
S,0.5382,0.064,-0.184,-1.667,-0.596,6.46831e-4,1083,train,0
S,0.541878,0.048,-0.364,-1.568,-0.628,4.1841e-4,2665,train,0
S,0.541878,0.087,-0.17,-1.029,-0.371,0.009677419,2152,train,0
S,0.541878,0.111,-0.109,-1.162,-0.387,0.034883721,1241,train,0
S,0.541878,0.129,0.078,-1.002,-0.265,7.96813e-4,2891,train,0
S,0.541878,0.183,-0.015,-0.992,-0.275,0.001414427,833,test,NA
S,0.541878,0.211,0.21,-0.974,-0.184,0.013157895,166,test,NA
S,0.541878,0.245,-0.026,-0.435,-0.072,0.015463918,3208,train,0
S,0.541878,0.347,0.253,-0.36,0.08,0.012903226,2483,train,0
S,0.541878,0.455,0.218,0.204,0.292,0.004360465,165,train,0
S,0.541878,0.49,0.397,-0.093,0.265,0.003908431,3125,train,0
S,0.541878,0.521,0.178,-0.06,0.213,0.002118644,3051,test,NA
S,0.5419,0.04,-0.484,-1.55,-0.665,6.46831e-4,3524,test,NA
S,0.545602,0.039,-0.564,-1.932,-0.819,0.006756757,3539,test,NA
S,0.545602,0.059,-0.056,-1.446,-0.481,0.03125,219,train,0
S,0.545602,0.07,-0.57,-1.876,-0.792,0.231359649,2274,train,0
S,0.545602,0.093,-0.116,-1.153,-0.392,0.007874016,564,test,NA
S,0.545602,0.094,-0.278,-1.581,-0.588,0.008695652,2240,train,0
S,0.545602,0.094,-0.32,-1.263,-0.496,0.011155378,1084,train,0
S,0.545602,0.096,-0.411,-1.355,-0.557,0.171428571,2480,train,0
S,0.545602,0.122,-0.197,-1.003,-0.359,0.010238908,546,train,0
S,0.545602,0.128,-0.184,-0.924,-0.327,0.03655914,1415,train,0
S,0.545602,0.35,0.189,-0.402,0.046,0.032608696,3133,train,0
S,0.545602,0.424,0.762,-0.172,0.338,0.004237288,5,test,NA
S,0.545602,0.508,0.163,-0.043,0.209,0.013605442,120,train,0
S,0.545602,0.511,0.872,0.098,0.494,0.061058345,2118,train,0
S,0.545602,0.59,0.406,0.143,0.38,0.259259259,34,train,0
S,0.545602,0.739,0.296,0.073,0.369,0.002475248,479,train,0
S,0.545602,0.827,1.113,0.77,0.903,0.053571429,58,train,0
S,0.549308,0.019,-0.485,-2.162,-0.876,0.002713704,2363,train,0
S,0.549308,0.047,-0.23,-1.763,-0.649,0.010989011,3047,train,0
S,0.549308,0.053,-0.373,-1.533,-0.618,7.96813e-4,821,train,0
S,0.549308,0.071,-0.206,-1.335,-0.49,0.007256894,1967,test,NA
S,0.549308,0.083,-0.161,-1.379,-0.486,0.012219959,2181,test,NA
S,0.549308,0.083,-0.21,-1.464,-0.53,0,213,test,NA
S,0.549308,0.094,-0.295,-1.432,-0.544,0.002331002,249,train,0
S,0.549308,0.107,-0.184,-1.119,-0.399,0.002390438,477,train,0
S,0.549308,0.124,-0.047,-0.999,-0.307,0.002403846,96,train,0
S,0.549308,0.125,0.143,-1.067,-0.266,0.005154639,1578,train,0
S,0.549308,0.222,-0.047,-0.668,-0.164,0.031496063,2931,train,0
S,0.549308,0.223,-0.183,-1.214,-0.391,0.010869565,3081,train,0
S,0.549308,0.229,-0.261,-0.935,-0.322,0.032967033,791,test,NA
S,0.549308,0.262,-0.021,-0.39,-0.05,0.003610108,3279,train,0
S,0.549308,0.277,0.096,-0.615,-0.081,0.002659574,2396,train,0
S,0.549308,0.407,0.267,-0.207,0.156,0.004360465,3701,test,NA
S,0.549308,0.66,0.177,0.409,0.415,0.006802721,1476,train,0
S,0.549308,0.787,1.083,0.784,0.885,0.002173913,2232,train,0
S,0.549308,0.817,0.535,0.664,0.672,0.061576355,1110,train,0
S,0.553315,0.08,-0.217,-1.56,-0.566,0.001135074,2593,train,0
S,0.553315,0.158,-0.179,-1.223,-0.415,0.002659574,1664,train,0
S,0.553315,0.18,0.202,-0.719,-0.112,0.015988372,2312,train,0
S,0.553315,0.288,0.326,-0.734,-0.04,0.1,1121,train,0
S,0.553315,0.499,0.774,0.022,0.432,0.012474012,638,train,0
S,0.553315,0.638,0.955,0.529,0.707,0.139423077,1453,train,0
S,0.553315,0.89,1.428,1.324,1.214,0.129032258,2120,train,1
S,0.557691,0.041,-0.155,-1.525,-0.546,0.016629712,2349,train,0
S,0.557691,0.06,-0.235,-1.52,-0.565,0.004169562,2093,train,0
S,0.557691,0.073,-0.261,-1.133,-0.44,0.008928571,388,train,0
S,0.557691,0.084,-0.543,-1.327,-0.595,0.033057851,1250,test,NA
S,0.557691,0.111,-0.358,-1.335,-0.527,0.040816327,3685,train,0
S,0.557691,0.117,-0.19,-1.344,-0.472,0.042128603,1708,train,0
S,0.557691,0.245,0.907,-0.114,0.346,0.025974026,3173,train,0
S,0.557691,0.319,0.204,-0.669,-0.049,0.010869565,2219,test,NA
S,0.557691,0.371,0.108,-0.29,0.063,0.047244094,1118,train,0
S,0.5577,0.186,-0.14,-1.038,-0.331,0.007115136,1274,test,NA
S,0.56201,0.047,-0.407,-1.739,-0.7,0.006578947,2067,test,NA
S,0.562014,0.039,-0.342,-1.314,-0.539,0,3236,train,0
S,0.562014,0.122,-0.143,-1.629,-0.55,0.016949153,3385,train,0
S,0.562014,0.188,0.215,-0.96,-0.186,0.007874016,865,train,0
S,0.562014,0.192,-0.129,-0.864,-0.267,0.001053741,429,train,0
S,0.562014,0.197,0.23,-0.324,0.034,0.0625,1044,train,0
S,0.562014,0.233,-0.056,-1.111,-0.311,0.034883721,524,test,NA
S,0.562014,0.274,0.051,-0.527,-0.067,3.53607e-4,2087,test,NA
S,0.562014,0.39,0.103,-0.483,0.003,0.004540295,437,test,NA
S,0.562014,0.452,0.173,-0.336,0.096,0.00876494,2706,train,0
S,0.56648,0.035,-0.18,-1.831,-0.659,0.003187251,49,train,0
S,0.56648,0.043,-0.322,-1.649,-0.643,0.004926108,2055,test,NA
S,0.56648,0.073,-0.322,-1.275,-0.508,0.028985507,980,train,0
S,0.56648,0.082,-0.105,-1.571,-0.531,0.012594458,2978,train,0
S,0.56648,0.089,-0.082,-0.725,-0.239,0.002118644,1500,train,0
S,0.56648,0.103,-0.306,-1.305,-0.503,0.002347418,1724,train,0
S,0.56648,0.108,-0.022,-1.036,-0.317,0.010204082,347,train,0
S,0.56648,0.127,0.027,-0.942,-0.263,0.005988024,2905,train,0
S,0.56648,0.144,-0.321,-1.199,-0.459,0.007125891,3518,train,0
S,0.56648,0.225,-0.077,-0.669,-0.174,0.025773196,3138,test,NA
S,0.56648,0.267,-0.041,-0.527,-0.1,0.002659574,1917,train,0
S,0.56648,0.298,0.148,-0.623,-0.059,0.011049724,1279,test,NA
S,0.56648,0.637,0.37,0.143,0.383,0.005076142,1135,train,0
S,0.56648,0.957,1.337,1.513,1.269,0.30952381,424,train,1
S,0.5665,0.031,-0.433,-1.77,-0.724,6.46831e-4,3297,train,0
S,0.5665,0.235,0.013,-0.7,-0.151,6.46831e-4,2324,train,0
S,0.5707,0.153,-0.311,-0.961,-0.373,0.059210526,18,train,0
S,0.570702,0.021,-0.732,-1.931,-0.881,0.024774775,3535,train,0
S,0.570702,0.061,-0.469,-1.42,-0.609,0.076502732,1958,test,NA
S,0.570702,0.063,-0.326,-1.345,-0.536,0.010309278,1562,train,0
S,0.570702,0.103,0.091,-1.334,-0.38,0.023622047,1621,train,0
S,0.570702,0.108,-0.193,-0.981,-0.355,0.002906977,3694,train,0
S,0.570702,0.154,0.018,-0.875,-0.234,0.003412969,1007,test,NA
S,0.570702,0.216,0.009,-0.436,-0.07,0.113402062,3505,train,0
S,0.570702,0.226,-0.13,-0.808,-0.237,0.64,1498,test,NA
S,0.570702,0.23,0.178,-0.664,-0.085,7.07214e-4,1374,test,NA
S,0.570702,0.237,0.27,-0.612,-0.035,0.052301255,1097,test,NA
S,0.570702,0.288,-0.012,-0.498,-0.074,0.001779359,286,train,0
S,0.570702,0.333,0.401,-0.229,0.168,0.005304102,2642,train,0
S,0.570702,0.352,0.077,-0.437,-0.003,0.03196347,336,train,0
S,0.570702,0.375,0.816,-0.402,0.263,0.007675439,2163,train,0
S,0.570702,0.379,0.715,-0.104,0.33,0.057142857,558,test,NA
S,0.570702,0.449,0.042,-0.251,0.08,0.04,1604,train,0
S,0.570702,0.864,1.022,1.099,0.995,0.019559902,3034,train,0
S,0.5758,0.807,1.101,0.291,0.733,0.238900634,387,train,0
S,0.575842,0.034,-0.531,-1.817,-0.771,0.071823204,3630,train,0
S,0.575842,0.071,-0.269,-1.355,-0.518,0.008474576,3500,train,0
S,0.575842,0.081,-0.103,-1.216,-0.413,3.53607e-4,963,train,0
S,0.575842,0.085,-0.411,-1.585,-0.637,0.005217391,2872,test,NA
S,0.575842,0.094,-0.066,-0.875,-0.282,0.001135074,1650,train,0
S,0.575842,0.101,-0.055,-1.088,-0.347,0.074380165,2664,train,0
S,0.575842,0.101,-0.175,-1.277,-0.45,0.007171315,439,train,0
S,0.575842,0.116,-0.043,-1.017,-0.315,3.53607e-4,2308,train,0
S,0.575842,0.126,-0.162,-1.033,-0.356,0.002173913,1090,train,0
S,0.575842,0.146,-0.057,-1.011,-0.307,9.98004e-4,1419,train,0
S,0.575842,0.166,-0.069,-1.147,-0.35,0.00620155,893,train,0
S,0.575842,0.251,-0.229,-0.879,-0.286,0.010434783,2426,train,0
S,0.575842,0.32,0.321,-0.501,0.047,0.016574586,2246,train,0
S,0.575842,0.361,0.647,-0.436,0.191,0.105263158,127,train,0
S,0.575842,0.555,0.333,0.149,0.346,0.010204082,2218,train,0
S,0.58069,0.014,-0.659,-2.259,-0.968,0.033149171,1221,train,0
S,0.58069,0.056,-0.104,-1.3,-0.449,0.01369863,2601,train,0
S,0.58069,0.06,-0.383,-1.466,-0.596,0.007125891,1536,test,NA
S,0.58069,0.075,-0.119,-1.376,-0.473,0.004807692,3190,train,0
S,0.58069,0.114,-0.322,-1.02,-0.409,0.006374502,2894,test,NA
S,0.58069,0.129,-0.122,-0.868,-0.287,0.010869565,2370,train,0
S,0.58069,0.141,-0.227,-1.332,-0.473,0.007874016,2124,train,0
S,0.58069,0.147,0.132,-0.793,-0.171,0.003405221,1516,test,NA
S,0.58069,0.179,0.021,-0.769,-0.19,0.003412969,1635,train,0
S,0.58069,0.208,-0.256,-1.149,-0.399,0.001108647,3598,test,NA
S,0.58069,0.245,0.065,-0.656,-0.115,0.015748032,2437,train,0
S,0.58069,0.265,-0.053,-0.477,-0.088,0.002444988,11,train,0
S,0.58069,0.328,0.469,-0.109,0.229,0.017204301,1249,train,0
S,0.58069,0.335,0.444,-0.517,0.087,0.004347826,2166,train,0
S,0.58069,0.382,0.202,-0.47,0.038,0.032745592,3397,train,0
S,0.5807,0.23,-0.147,-0.753,-0.223,6.46831e-4,3350,train,0
S,0.585406,0.023,-0.334,-1.933,-0.748,0.049668874,3661,test,NA
S,0.585406,0.08,-0.197,-1.349,-0.489,0.010869565,1108,train,0
S,0.585406,0.083,-0.476,-1.089,-0.494,0.005439331,2623,train,0
S,0.585406,0.122,-0.081,-1.189,-0.383,0.072847682,2023,train,0
S,0.585406,0.14,-0.143,-1.467,-0.49,0.015217391,2883,train,0
S,0.585406,0.157,-0.117,-1.035,-0.332,0.136792453,2326,train,0
S,0.585406,0.17,-0.002,-0.736,-0.189,0.003344482,3339,test,NA
S,0.585406,0.23,-0.092,-0.667,-0.176,0.001996008,8,test,NA
S,0.585406,0.25,-0.03,-0.741,-0.174,0.432835821,633,train,0
S,0.585406,0.273,0.013,-0.431,-0.048,0.004347826,3330,train,0
S,0.585406,0.314,0.275,-0.369,0.073,4.1841e-4,3058,test,NA
S,0.585406,0.404,0.238,-0.639,0.001,0.005154639,1919,test,NA
S,0.585406,0.648,0.625,0.5,0.591,0.004662005,3496,train,0
S,0.585406,0.717,1.012,0.612,0.78,0.209809264,3203,train,0
S,0.585406,0.739,1.04,0.448,0.742,0.067010309,960,test,NA
S,0.585406,0.758,0.681,0.505,0.648,0.013297872,1041,train,0
S,0.585406,0.825,1.092,0.669,0.862,0.316129032,233,train,0
S,0.58541,0.154,0.368,-1.098,-0.192,0.006578947,2147,train,0
S,0.58541,0.52,0.346,-0.144,0.241,0.002518892,2667,train,0
S,0.58541,0.812,1.167,0.949,0.976,0.092105263,3275,test,NA
S,0.5901,0.936,1.428,1.56,1.308,0.016817594,80,train,0
S,0.59014,0.037,-0.47,-1.794,-0.742,7.96813e-4,3021,train,0
S,0.59014,0.05,-0.574,-1.486,-0.67,0.027624309,2225,test,NA
S,0.59014,0.057,-0.336,-1.408,-0.562,0.069354839,3112,test,NA
S,0.59014,0.091,-0.179,-1.081,-0.39,0.001322751,2014,train,0
S,0.59014,0.103,-0.181,-1.431,-0.503,0.025773196,2323,train,0
S,0.59014,0.127,-0.145,-1.182,-0.4,0.001356852,1595,train,0
S,0.59014,0.14,0.018,-0.67,-0.171,0.028571429,3430,train,0
S,0.59014,0.159,-0.25,-1.093,-0.395,8.3682e-4,2496,train,0
S,0.59014,0.194,-0.037,-0.816,-0.22,0.003161222,3390,train,0
S,0.59014,0.208,0.048,-0.717,-0.154,0.012658228,1827,train,0
S,0.59014,0.224,0.091,-0.625,-0.103,0.001550388,1640,train,0
S,0.59014,0.263,-0.116,-0.635,-0.163,0.032967033,3309,train,0
S,0.59014,0.294,-0.269,-0.795,-0.257,0.007874016,761,train,0
S,0.59014,0.384,0.317,-0.209,0.164,0.001135074,2431,train,0
S,0.59014,0.443,0.285,-0.54,0.063,0.016686532,2189,train,0
S,0.59014,0.484,0.451,-0.027,0.303,0.007211538,1987,train,0
S,0.59014,0.531,0.279,-0.005,0.268,0.001768034,3577,train,0
S,0.59014,0.697,0.418,-0.213,0.301,0.028571429,1598,train,0
S,0.59014,0.85,0.457,0.221,0.509,0.012658228,3370,train,0
S,0.59014,0.87,1.451,1.198,1.173,0.071672355,2682,train,1
S,0.59508,0.03,-0.5,-2.032,-0.834,0.021052632,42,test,NA
S,0.59508,0.091,-0.117,-1.069,-0.365,0.058695652,2169,test,NA
S,0.59508,0.243,-0.06,-0.565,-0.127,0.004780876,932,train,1
S,0.59508,0.344,0.527,-0.587,0.095,0.094845361,2964,train,0
S,0.59508,0.384,0.102,-0.74,-0.085,0.625,2492,test,NA
S,0.59508,0.536,0.189,-0.246,0.16,0.032384143,1291,train,0
S,0.59508,0.63,0.357,-0.055,0.311,0.022869023,1137,train,0
S,0.59508,0.687,0.128,-0.05,0.255,0.002779708,335,train,1
S,0.59508,0.73,0.353,0.219,0.434,9.98004e-4,1756,train,0
S,0.5951,0.39,0.327,-0.594,0.041,0.006468305,3478,train,0
S,0.59917,0.052,-0.242,-1.384,-0.525,9.98004e-4,2767,train,0
S,0.59917,0.057,-0.421,-1.368,-0.577,4.1841e-4,2482,train,0
S,0.59917,0.064,-0.292,-1.424,-0.551,0.010695187,2115,train,0
S,0.59917,0.064,-0.314,-1.502,-0.584,0.045865184,458,train,0
S,0.59917,0.085,-0.164,-1.338,-0.472,0.031496063,444,train,0
S,0.59917,0.088,-0.298,-1.471,-0.56,0.005524862,313,train,0
S,0.59917,0.127,0.029,-0.985,-0.276,0.00990099,2612,train,1
S,0.59917,0.13,0.077,-0.945,-0.246,0.040133779,578,train,0
S,0.59917,0.147,0.02,-1.184,-0.339,0.015463918,2806,train,0
S,0.59917,0.162,0.129,-1.009,-0.239,0.064516129,3159,train,0
S,0.59917,0.184,-0.054,-1.024,-0.298,0.01744186,317,train,0
S,0.59917,0.272,0.002,-0.465,-0.064,0.125,1446,train,0
S,0.59917,0.415,0.76,-0.222,0.318,0.018329939,2850,train,0
S,0.59917,0.66,0.72,0.298,0.559,0.015912306,320,test,NA
S,0.59917,0.717,0.109,0.13,0.319,0.003401361,1636,train,0
S,0.59917,0.802,0.644,0.715,0.72,0.004347826,1296,test,NA
S,0.5992,0.096,-0.097,-1.579,-0.527,0.005174644,2640,test,NA
S,0.5992,0.147,0.162,-1.103,-0.265,0.003154574,3240,train,0
S,0.6043,0.12,-0.135,-1.049,-0.355,6.46831e-4,3226,train,0
S,0.60431,0.308,0.227,-0.334,0.067,0.070528967,43,train,0
S,0.604312,0.035,-0.448,-1.576,-0.663,0.004237288,1189,train,0
S,0.604312,0.053,-0.181,-1.336,-0.488,0.018847007,2824,train,0
S,0.604312,0.059,-0.27,-1.196,-0.469,0.011049724,3359,train,0
S,0.604312,0.1,-0.122,-1.182,-0.401,0.001451379,709,train,0
S,0.604312,0.101,-0.081,-1.368,-0.449,0.047619048,2802,train,0
S,0.604312,0.11,-0.129,-1.361,-0.46,0.003575685,3476,train,0
S,0.604312,0.143,0.014,-1.303,-0.382,0.015228426,1881,test,NA
S,0.604312,0.144,-0.116,-1.056,-0.343,0.016574586,3276,train,0
S,0.604312,0.171,-0.161,-0.799,-0.263,0.002217295,596,train,0
S,0.604312,0.196,-0.144,-0.98,-0.309,0.010869565,3219,train,0
S,0.604312,0.202,0.252,-0.677,-0.074,0.003984064,1449,train,0
S,0.604312,0.266,-0.065,-0.714,-0.171,0.022984441,894,test,NA
S,0.604312,0.272,-0.043,-0.55,-0.107,0.002463054,3043,train,0
S,0.604312,0.322,0.151,-0.483,-0.003,0.129963899,3306,train,0
S,0.604312,0.335,0.006,-0.978,-0.212,0.037735849,401,test,NA
S,0.604312,0.426,0.097,-0.718,-0.065,0.027303754,2997,test,NA
S,0.604312,0.519,0.273,-0.414,0.126,0.026106697,1488,train,0
S,0.604312,0.804,1.147,0.704,0.885,0.119565217,109,train,1
S,0.604312,0.831,0.667,0.472,0.657,0.007389163,2609,train,0
S,0.60889,0.07,-0.213,-1.159,-0.434,0.017632242,3135,test,NA
S,0.608892,0.052,-0.322,-1.332,-0.534,0.015053763,1579,train,0
S,0.608892,0.066,-0.493,-1.683,-0.703,0.028571429,302,train,0
S,0.608892,0.122,-0.289,-1.336,-0.501,7.22543e-4,251,train,0
S,0.608892,0.148,-0.034,-0.887,-0.258,0.008264463,3281,train,0
S,0.608892,0.197,-0.05,-1.117,-0.323,0.062992126,1303,test,NA
S,0.608892,0.276,-0.039,-0.605,-0.123,0.318681319,3146,train,0
S,0.608892,0.441,0.719,-0.293,0.289,0.005988024,1059,train,0
S,0.608892,0.452,0.248,-0.157,0.181,0.06122449,2514,train,0
S,0.608892,0.643,1.118,0.54,0.767,0.047619048,2288,test,NA
S,0.608892,0.809,0.287,0.569,0.555,0.003161222,976,test,NA
S,0.6089,0.546,0.228,-0.136,0.213,0.044642857,1809,train,0
S,0.61357,0.198,-0.116,-0.808,-0.242,0.002518892,2395,train,0
S,0.613573,0.021,-0.451,-1.897,-0.776,0.011904762,2721,train,0
S,0.613573,0.026,-0.442,-1.971,-0.796,0.01369863,2572,test,NA
S,0.613573,0.035,-0.573,-1.498,-0.679,0.019354839,2247,train,0
S,0.613573,0.062,-0.283,-1.561,-0.594,0.023255814,128,train,0
S,0.613573,0.072,-0.262,-1.583,-0.591,0.001135074,270,test,NA
S,0.613573,0.087,-0.242,-1.267,-0.474,0.010526316,521,train,0
S,0.613573,0.148,-0.12,-1.18,-0.384,0.002118644,2293,train,0
S,0.613573,0.148,-0.233,-1.038,-0.374,0.012224939,2066,train,0
S,0.613573,0.205,0.016,-0.984,-0.254,0.004301075,2956,train,0
S,0.613573,0.215,-0.104,-1.115,-0.335,0.032635983,1718,train,0
S,0.613573,0.215,-0.115,-1.108,-0.336,0.052631579,70,train,0
S,0.613573,0.24,0.068,-0.744,-0.145,0.005952381,560,train,0
S,0.613573,0.259,-0.13,-0.867,-0.246,0.012987013,3075,train,0
S,0.613573,0.263,-0.062,-0.749,-0.183,0.005524862,2654,test,NA
S,0.613573,0.314,0.362,-0.725,-0.016,0.068736142,531,train,0
S,0.613573,0.749,0.966,0.183,0.633,0.010676157,703,train,0
S,0.613573,0.917,1.412,1.287,1.205,0.033807829,2358,train,0
S,0.618285,0.063,0.01,-1.635,-0.521,0.010852713,2791,train,0
S,0.618285,0.072,-0.137,-1.307,-0.457,0.004926108,3617,train,0
S,0.618285,0.08,-0.027,-1.096,-0.348,0.018181818,2975,train,0
S,0.618285,0.113,-0.319,-1.198,-0.468,0.118421053,895,train,0
S,0.618285,0.115,-0.101,-1.541,-0.509,0.033149171,2340,train,0
S,0.618285,0.122,-0.269,-0.988,-0.378,0.016042781,717,train,0
S,0.618285,0.122,-0.312,-0.99,-0.393,0.027272727,3687,test,NA
S,0.618285,0.204,0.057,-0.686,-0.142,0.001030928,831,train,0
S,0.618285,0.57,0.89,-0.062,0.466,0.020967742,1550,train,0
S,0.618285,0.931,1.122,1.054,1.036,0.127659575,350,train,1
S,0.6183,0.039,-0.43,-1.87,-0.754,0.002587322,167,train,0
S,0.6183,0.045,-0.519,-1.556,-0.677,0.002587322,116,train,0
S,0.622677,0.046,-0.512,-1.335,-0.6,0.041000695,215,train,0
S,0.622677,0.079,-0.418,-1.287,-0.542,0.002347418,1655,train,0
S,0.622677,0.11,0.005,-0.98,-0.288,0.008130081,87,train,0
S,0.622677,0.131,-0.032,-1.094,-0.332,0.023622047,1769,train,0
S,0.622677,0.136,-0.141,-1.156,-0.387,0.027241771,1102,train,0
S,0.622677,0.21,0.098,-0.626,-0.106,0.005524862,3180,train,0
S,0.622677,0.279,0.209,-0.612,-0.041,0.074733096,1232,train,0
S,0.622677,0.314,0.573,-0.282,0.202,0.029482072,2624,train,0
S,0.622677,0.327,0.497,-0.333,0.164,0.002390438,1997,train,0
S,0.622677,0.427,0.163,-0.312,0.093,0.005154639,1203,test,NA
S,0.622677,0.574,0.793,0.259,0.542,0.007968127,3001,train,0
S,0.622677,0.816,1.109,0.987,0.971,0.066508314,265,train,0
S,0.622677,0.942,1.096,1.177,1.072,0.161290323,1853,train,1
S,0.622677,0.943,1.375,1.774,1.364,0.010215664,3251,train,0
S,0.622677,0.953,1.65,1.425,1.343,0.076502732,3408,train,0
S,0.6269,0.072,-0.254,-1.397,-0.526,0.009463722,460,train,0
S,0.6269,0.128,-0.19,-1.172,-0.411,0.008408797,2466,train,0
S,0.6269,0.163,-0.067,-0.543,-0.149,6.46831e-4,1677,train,0
S,0.626927,0.03,-0.37,-1.788,-0.709,0.001053741,3017,train,0
S,0.626927,0.043,-0.393,-1.308,-0.553,0.034482759,3009,test,NA
S,0.626927,0.045,-0.461,-1.511,-0.642,0.003496503,3249,train,0
S,0.626927,0.05,-0.482,-1.782,-0.738,0.025974026,246,test,NA
S,0.626927,0.082,-0.183,-1.342,-0.481,0.002713704,1131,train,0
S,0.626927,0.112,-0.208,-1.249,-0.448,0.002645503,3093,train,0
S,0.626927,0.148,0.044,-0.709,-0.172,0.054794521,1086,train,0
S,0.626927,0.155,-0.056,-0.795,-0.232,0.002713704,926,train,0
S,0.626927,0.175,-0.036,-0.745,-0.202,0.011086475,2753,train,0
S,0.626927,0.208,-0.068,-0.984,-0.281,0.003412969,1685,train,0
S,0.626927,0.4,0.824,-0.035,0.396,0.02173913,1359,test,NA
S,0.626927,0.448,0.857,-0.307,0.333,0.015503876,2292,train,0
S,0.632174,0.052,-0.256,-1.483,-0.562,0.069620252999999993,141,train,0
S,0.632174,0.086,-0.243,-1.281,-0.479,0.011049724,1753,train,0
S,0.632174,0.09,-0.067,-1.194,-0.39,0.019230769,1119,train,0
S,0.632174,0.152,-0.066,-1.039,-0.318,0.010869565,2127,test,NA
S,0.632174,0.164,-0.047,-1.016,-0.3,0.032967033,3071,train,0
S,0.632174,0.179,-0.063,-1.071,-0.318,0.003623188,2519,train,0
S,0.632174,0.569,0.427,-0.2,0.265,0.005304102,2985,train,0
S,0.632174,0.637,0.93,0.332,0.633,0.006451613,155,test,NA
S,0.632174,0.883,1.397,1,1.093,0.345454546,1952,test,NA
S,0.6322,0.126,-0.237,-1.277,-0.463,0.00422833,280,train,0
S,0.63748,0.035,-0.348,-1.574,-0.629,0.007945516,1164,train,0
S,0.63748,0.117,-0.248,-1.227,-0.453,0.001451379,3176,train,0
S,0.63748,0.187,-0.025,-1,-0.279,0.024390244,3622,train,0
S,0.63748,0.213,-0.033,-0.752,-0.191,0.002347418,2252,test,NA
S,0.63748,0.213,0.091,-0.678,-0.125,0.030523256,1828,test,NA
S,0.63748,0.218,-0.163,-1.071,-0.339,0.010752688,1585,train,0
S,0.63748,0.298,-0.047,-0.873,-0.207,0.005154639,3129,train,0
S,0.63748,0.332,0.109,-0.535,-0.031,0.013157895,1709,train,0
S,0.63748,0.339,0.102,-0.557,-0.039,0.125,418,train,0
S,0.63748,0.53,0.059,-0.012,0.192,0.150684932,1948,train,0
S,0.63748,0.578,0.357,-0.198,0.246,0.016574586,2686,train,0
S,0.63748,0.841,0.54,0.721,0.701,0.074226804,2945,train,0
S,0.63748,0.937,1.512,1.468,1.306,0.189903846,1870,train,0
S,0.642678,0.04,-0.601,-1.711,-0.757,0.166666667,2161,train,0
S,0.642678,0.045,-0.277,-1.764,-0.665,0.010869565,730,test,NA
S,0.642678,0.062,-0.26,-1.613,-0.604,0.25,2045,test,NA
S,0.642678,0.087,-0.431,-1.226,-0.523,0.005347594,1240,train,0
S,0.642678,0.126,0.481,-0.752,-0.048,0.018181818,275,train,0
S,0.642678,0.272,-0.044,-0.528,-0.1,7.07214e-4,686,train,0
S,0.642678,0.392,0.419,-0.577,0.078,0.008982036,2711,train,0
S,0.642678,0.597,0.067,-0.123,0.18,0.002217295,2074,train,0
S,0.642678,0.684,0.214,0.285,0.394,0.017054264,319,train,0
S,0.6427,0.305,0.207,-0.414,0.033,0.021992238,544,train,0
S,0.6482,0.774,1.126,0.533,0.811,0.023285899,1925,train,1
S,0.648219,0.034,-0.54,-1.929,-0.812,0.053380783,1864,train,0
S,0.648219,0.048,-0.288,-1.614,-0.618,0.001053741,1005,train,0
S,0.648219,0.061,-0.222,-1.385,-0.515,0.005154639,2017,train,0
S,0.648219,0.071,-0.219,-1.166,-0.438,0.006825939,1013,train,0
S,0.648219,0.075,-0.247,-1.127,-0.433,0.012396694,443,train,0
S,0.648219,0.087,-0.416,-1.055,-0.461,0.006986028,3540,train,0
S,0.648219,0.092,-0.2,-1.094,-0.401,7.96813e-4,718,test,NA
S,0.648219,0.097,-0.319,-1.48,-0.567,0.005154639,2988,test,NA
S,0.648219,0.1,-0.174,-1.104,-0.393,0.015748032,2193,train,0
S,0.648219,0.111,-0.106,-1.283,-0.426,0.013389121,99,train,0
S,0.648219,0.172,-0.016,-0.596,-0.147,0.013157895,2259,train,0
S,0.648219,0.182,0.003,-0.623,-0.146,0.002150538,1458,train,0
